epoch,client_id,role,is_adversary,update_norm,mad_z_score,mad_pass,mad_effective_pass,cluster_label,selected_cluster,cluster_pass,cluster_effective_pass,final_selected,trust_weight,clip_factor,update_norm_before_clip,update_norm_after_clip,feature_norm,feature_0,feature_1,feature_2
1,4,malicious,1,3.925688048194942,15.462223827500077,0,0,-1,0,0,0,0,,,,,2.8551780236407485,2.811403512954712,-0.3549189567565918,0.3494057357311249
1,32,benign,0,1.0466973608763444,1.4928319602993192,1,1,0,0,1,1,1,0.0,2.0,1.0466973608763444,1.0466973608763444,0.49539743860141006,-0.1750791370868683,0.22721655666828156,-0.40390413999557495
1,71,benign,0,0.8536541311520962,0.5561507354497527,1,1,1,0,0,0,0,,,,,1.4075455722131114,-0.8452506065368652,-0.0055068726651370525,1.1254801750183105
1,58,benign,0,0.5757045852908695,-0.7925115379465776,1,1,0,0,1,1,1,0.0,2.0,0.5757045852908695,0.5757045852908695,0.9028230297442257,-0.7624541521072388,-0.4038180708885193,-0.2658647298812866
1,3,malicious,1,2.8989476086853174,10.480290537965733,0,0,-1,0,0,0,0,,,,,1.4846471965486259,0.8006142973899841,1.180222749710083,-0.41263580322265625
1,24,benign,0,0.7715871753567347,0.1579467850502494,1,1,0,0,1,1,1,1.0,1.0,0.7715871753567347,0.7715871753567347,1.106867699722243,0.10862638801336288,-1.0057951211929321,-0.4491465091705322
1,62,benign,0,0.6243472351605555,-0.5564884620534224,1,1,0,0,1,1,1,0.0,2.0,0.6243472351605555,0.6243472351605555,0.6619362838790492,-0.5560545325279236,-0.17570076882839203,-0.3131968080997467
1,67,benign,0,0.7064837939677064,-0.1579467850502494,1,1,0,0,1,1,1,0.0,2.0,0.7064837939677064,0.7064837939677064,0.5069403129356514,-0.49919694662094116,0.06584709882736206,0.05877966433763504
1,43,benign,0,0.6580636188226375,-0.39289037269691185,1,1,0,0,1,1,1,0.0,2.0,0.6580636188226375,0.6580636188226375,0.7143973217365144,-0.6933662295341492,0.17061997950077057,0.02226269617676735
1,29,benign,0,0.5154757863762675,-1.084752738112643,1,1,0,0,1,1,1,0.0,2.0,0.5154757863762675,0.5154757863762675,0.458621969005224,-0.18924261629581451,0.3018350303173065,0.28881993889808655
2,3,malicious,1,2.9439043977460173,12.597569093834121,0,0,-1,0,0,0,0,,,,,1.2121384275238758,0.025575365871191025,1.2010223865509033,-0.16177359223365784
2,73,benign,0,1.3448996077870907,2.4483017225401307,1,1,0,0,1,1,1,0.0,2.0,1.3448996077870907,1.3448996077870907,1.1484074508623017,-0.455392986536026,-0.9952865242958069,-0.3476516008377075
2,72,benign,0,0.9067087536326219,-0.3330008516589317,1,1,1,0,0,0,0,,,,,1.5069440245363064,1.487091064453125,-0.23095637559890747,-0.07810001075267792
2,99,benign,0,1.0187255476575658,0.3779966386384714,1,1,0,0,1,1,1,0.25,1.0,1.0187255476575658,1.0187255476575658,1.2914249598575938,-0.0019328888738527894,-0.2679142951965332,1.2633275985717773
2,20,benign,0,1.2374214158715864,1.7661118296870133,1,1,0,0,1,1,1,0.0,2.0,1.2374214158715864,1.2374214158715864,0.7255862226409082,-0.20454709231853485,0.34982457756996155,0.6018792390823364
2,15,benign,0,1.0051294710756722,0.29169907574388365,1,1,0,0,1,1,1,0.25,1.0,1.0051294710756722,1.0051294710756722,0.46871702613840094,0.2719785273075104,0.10411806404590607,-0.36726388335227966
2,37,benign,0,0.7808164070531124,-1.1320698059601075,1,1,0,0,1,1,1,0.0,2.0,0.7808164070531124,0.7808164070531124,0.6993010771525339,-0.45588958263397217,0.14971229434013367,-0.5086972713470459
2,93,benign,0,0.9132157984375271,-0.29169907574388365,1,1,0,0,1,1,1,0.25,1.0,0.9132157984375271,0.9132157984375271,0.5409077776416573,-0.5381166338920593,-0.028629355132579803,0.046819571405649185
2,74,benign,0,0.8290867548011635,-0.8256863176324127,1,1,0,0,1,1,1,0.25,1.0,0.8290867548011635,0.8290867548011635,0.4810494154310843,0.31302690505981445,-0.22453102469444275,-0.28811198472976685
2,22,benign,0,0.8767251975037834,-0.5233136823675874,1,1,0,0,1,1,1,0.0,2.0,0.8767251975037834,0.8767251975037834,0.4735053838575089,-0.4417921006679535,-0.0573589950799942,-0.16042765974998474
3,2,malicious,1,2.4381459820368505,6.002823078244394,0,0,-1,0,0,0,0,,,,,1.4722560185290325,1.2338584661483765,-0.09805743396282196,0.7971924543380737
3,11,benign,0,0.8701987308719142,-0.13057969255444357,1,1,0,0,1,1,1,0.16666777431964874,1.4999899864196777,0.8701987308719142,0.8701987308719142,0.8377117208948263,-0.716181755065918,0.21579445898532867,0.377196729183197
3,29,benign,0,0.804047727238333,-0.3893452528600509,1,1,0,0,1,1,1,0.16666777431964874,1.4999899864196777,0.804047727238333,0.804047727238333,0.2869731356988494,-0.28575509786605835,-0.015245637856423855,0.021567920222878456
3,61,benign,0,0.6632474117412647,-0.9401195499911897,1,1,0,0,1,1,1,0.0,2.0,0.6632474117412647,0.6632474117412647,0.8862970593375216,-0.6915229558944702,-0.29038748145103455,-0.4722219705581665
3,14,benign,0,0.6497045225416117,-0.9930958182170879,1,1,0,0,1,1,1,0.16666777431964874,1.4999899864196777,0.6497045225416117,0.6497045225416117,0.7903864241389952,-0.763671338558197,-0.17312920093536377,-0.10743866115808487
3,62,benign,0,1.0278352795643624,0.48605357990487474,1,1,0,0,1,1,1,0.16666777431964874,1.4999899864196777,1.0278352795643624,1.0278352795643624,1.106267002016769,-0.8197936415672302,-0.7059573531150818,-0.2310612052679062
3,31,benign,0,1.1241844212795544,0.8629464200951251,1,1,1,0,0,0,0,,,,,1.333281806306835,-0.7136673331260681,1.0911818742752075,-0.27864211797714233
3,0,malicious,1,3.259910101860651,9.217351070640596,0,0,-1,0,0,0,0,,,,,3.8595595402625875,3.842951774597168,0.02871251106262207,-0.3565067946910858
3,55,benign,0,0.9326998951533739,0.11390864332372126,1,1,0,0,1,1,1,0.33332887291908264,1.0,0.9326998951533739,0.9326998951533739,0.5375781467303951,-0.5139477849006653,-0.04220680519938469,0.15187667310237885
3,89,benign,0,0.8744605292230345,-0.11390864332372082,1,1,0,0,1,1,1,0.0,2.0,0.8744605292230345,0.8744605292230345,0.5807053038203768,-0.5722699761390686,-0.010704186744987965,0.09803644567728043
4,1,malicious,1,2.5810837358314043,4.81254767677892,0,0,-1,0,0,0,0,,,,,3.9037540831650532,3.7617552280426025,1.004907488822937,0.2804540693759918
4,73,benign,0,1.0989296463533438,0.7957288677382389,1,1,0,0,1,1,1,0.0,2.0,1.0989296463533438,1.0989296463533438,1.1189513477483901,-0.17902222275733948,-0.43721267580986023,-1.0143215656280518
