epoch,num_sampled,num_adversaries,sampled_ids,sampled_benign_ids,sampled_malicious_ids,mad_median_norm,mad_mad,mad_k,mad_safety_keep_used,mad_fallback_used,mad_pass_ids,mad_reject_ids,mad_effective_pass_ids,mad_effective_reject_ids,mad_pass_benign_ids,mad_pass_malicious_ids,mad_reject_benign_ids,mad_reject_malicious_ids,cluster_best_k,cluster_best_score,cluster_scores,cluster_selected_cluster,cluster_fallback_used,cluster_pass_ids,cluster_reject_ids,cluster_effective_pass_ids,cluster_effective_reject_ids,cluster_pass_benign_ids,cluster_pass_malicious_ids,cluster_reject_benign_ids,cluster_reject_malicious_ids,final_selected_ids,final_rejected_ids,final_selected_benign_ids,final_selected_malicious_ids,final_rejected_benign_ids,final_rejected_malicious_ids,final_selected_benign_count,final_selected_malicious_count,final_rejected_benign_count,final_rejected_malicious_count
31,10,5,"[3, 20, 48, 57, 30, 15, 45, 29, 54, 14]","[20, 48, 57, 30, 15, 45, 29, 54, 14]",[3],0.8042981910717995,0.10262507181617675,2.0,0,0,"[20, 57, 30, 15, 45, 29, 14]","[3, 48, 54]","[20, 57, 30, 15, 45, 29, 14]","[3, 48, 54]","[20, 57, 30, 15, 45, 29, 14]",[],"[48, 54]",[3],2,0.3736480176448822,"{""0"": 3.524754762649536, ""1"": 2.588693141937256}",0,0,"[57, 45, 29, 14]","[3, 20, 48, 30, 15, 54]","[57, 45, 29, 14]","[3, 20, 48, 30, 15, 54]","[57, 45, 29, 14]",[],"[20, 48, 30, 15, 54]",[3],"[57, 45, 29, 14]","[3, 20, 48, 30, 15, 54]","[57, 45, 29, 14]",[],"[20, 48, 30, 15, 54]",[3],4,0,5,1
32,10,5,"[1, 57, 52, 76, 65, 58, 51, 23, 99, 21]","[57, 52, 76, 65, 58, 51, 23, 99, 21]",[1],0.6821861571400993,0.1405081191509031,2.0,0,0,"[57, 52, 76, 65, 58, 51, 23, 99, 21]",[1],"[57, 52, 76, 65, 58, 51, 23, 99, 21]",[1],"[57, 52, 76, 65, 58, 51, 23, 99, 21]",[],[],[1],2,0.5159804821014404,"{""0"": 1.982720136642456, ""1"": -1.0}",0,0,"[57, 52, 76, 65, 58, 51, 99, 21]","[1, 23]","[57, 52, 76, 65, 58, 51, 99, 21]","[1, 23]","[57, 52, 76, 65, 58, 51, 99, 21]",[],[23],[1],"[57, 52, 76, 65, 58, 51, 99, 21]","[1, 23]","[57, 52, 76, 65, 58, 51, 99, 21]",[],[23],[1],8,0,1,1
33,10,5,"[4, 46, 64, 96, 82, 75, 40, 63, 36, 47]","[46, 64, 96, 82, 75, 40, 63, 36, 47]",[4],1.0261196842277374,0.161920233426891,2.0,0,0,"[46, 64, 96, 82, 75, 40, 63, 36, 47]",[4],"[46, 64, 96, 82, 75, 40, 63, 36, 47]",[4],"[46, 64, 96, 82, 75, 40, 63, 36, 47]",[],[],[4],2,0.5457897186279297,"{""0"": 1.9063801765441895, ""1"": -1.0}",0,0,"[46, 64, 96, 75, 40, 63, 36, 47]","[4, 82]","[46, 64, 96, 75, 40, 63, 36, 47]","[4, 82]","[46, 64, 96, 75, 40, 63, 36, 47]",[],[82],[4],"[46, 64, 96, 75, 40, 63, 36, 47]","[4, 82]","[46, 64, 96, 75, 40, 63, 36, 47]",[],[82],[4],8,0,1,1
34,10,5,"[0, 72, 8, 81, 73, 83, 65, 79, 58, 16]","[72, 8, 81, 73, 83, 65, 79, 58, 16]",[0],0.8445316733786238,0.08894499936437178,2.0,0,0,"[72, 8, 81, 83, 65, 79, 58, 16]","[0, 73]","[72, 8, 81, 83, 65, 79, 58, 16]","[0, 73]","[72, 8, 81, 83, 65, 79, 58, 16]",[],[73],[0],2,0.5197045803070068,"{""0"": 3.990453004837036, ""1"": -1.0}",0,0,"[72, 8, 81, 83, 79, 58, 16]","[0, 73, 65]","[72, 8, 81, 83, 79, 58, 16]","[0, 73, 65]","[72, 8, 81, 83, 79, 58, 16]",[],"[73, 65]",[0],"[72, 8, 81, 83, 79, 58, 16]","[0, 73, 65]","[72, 8, 81, 83, 79, 58, 16]",[],"[73, 65]",[0],7,0,2,1
35,10,5,"[3, 30, 84, 29, 12, 98, 44, 64, 13, 55]","[30, 84, 29, 12, 98, 44, 64, 13, 55]",[3],0.7279810463521337,0.08901292413972706,2.0,0,0,"[30, 84, 29, 12, 98, 44, 64, 13, 55]",[3],"[30, 84, 29, 12, 98, 44, 64, 13, 55]",[3],"[30, 84, 29, 12, 98, 44, 64, 13, 55]",[],[],[3],4,0.43828558921813965,"{""0"": 2.3833961486816406, ""1"": 1.8180177211761475, ""2"": -1.0, ""3"": 1.8668327331542969}",0,0,"[29, 98, 64, 55]","[3, 30, 84, 12, 44, 13]","[29, 98, 64, 55]","[3, 30, 84, 12, 44, 13]","[29, 98, 64, 55]",[],"[30, 84, 12, 44, 13]",[3],"[29, 98, 64, 55]","[3, 30, 84, 12, 44, 13]","[29, 98, 64, 55]",[],"[30, 84, 12, 44, 13]",[3],4,0,5,1
36,10,5,"[0, 36, 23, 49, 11, 34, 99, 33, 58, 12]","[36, 23, 49, 11, 34, 99, 33, 58, 12]",[0],1.016965814391177,0.10546719939307947,2.0,0,0,"[36, 23, 49, 11, 34, 99, 33, 58]","[0, 12]","[36, 23, 49, 11, 34, 99, 33, 58]","[0, 12]","[36, 23, 49, 11, 34, 99, 33, 58]",[],[12],[0],2,0.37013155221939087,"{""0"": 2.3795907497406006, ""1"": 1.3734807968139648}",0,0,"[36, 23, 49, 11, 34, 58]","[0, 99, 33, 12]","[36, 23, 49, 11, 34, 58]","[0, 99, 33, 12]","[36, 23, 49, 11, 34, 58]",[],"[99, 33, 12]",[0],"[36, 23, 49, 11, 34, 58]","[0, 99, 33, 12]","[36, 23, 49, 11, 34, 58]",[],"[99, 33, 12]",[0],6,0,3,1
37,10,5,"[3, 43, 5, 34, 99, 14, 48, 24, 56, 37]","[43, 5, 34, 99, 14, 48, 24, 56, 37]",[3],0.7664524851397513,0.27480175059704204,2.0,0,0,"[43, 5, 34, 99, 14, 48, 24, 56, 37]",[3],"[43, 5, 34, 99, 14, 48, 24, 56, 37]",[3],"[43, 5, 34, 99, 14, 48, 24, 56, 37]",[],[],[3],3,0.5552804470062256,"{""0"": 2.1611156463623047, ""1"": 1.9946845769882202, ""2"": 3.9036998748779297}",2,0,"[34, 14, 24, 37]","[3, 43, 5, 99, 48, 56]","[34, 14, 24, 37]","[3, 43, 5, 99, 48, 56]","[34, 14, 24, 37]",[],"[43, 5, 99, 48, 56]",[3],"[34, 14, 24, 37]","[3, 43, 5, 99, 48, 56]","[34, 14, 24, 37]",[],"[43, 5, 99, 48, 56]",[3],4,0,5,1
38,10,5,"[2, 88, 85, 65, 95, 82, 19, 77, 54, 37]","[88, 85, 65, 95, 82, 19, 77, 54, 37]",[2],1.0879470357512677,0.2769208566778041,2.0,0,0,"[88, 85, 65, 95, 82, 19, 77, 54, 37]",[2],"[88, 85, 65, 95, 82, 19, 77, 54, 37]",[2],"[88, 85, 65, 95, 82, 19, 77, 54, 37]",[],[],[2],3,0.5271105170249939,"{""0"": 3.074544906616211, ""1"": 1.9293462038040161, ""2"": -1.0}",0,0,"[85, 65, 82, 19, 77, 37]","[2, 88, 95, 54]","[85, 65, 82, 19, 77, 37]","[2, 88, 95, 54]","[85, 65, 82, 19, 77, 37]",[],"[88, 95, 54]",[2],"[85, 65, 82, 19, 77, 37]","[2, 88, 95, 54]","[85, 65, 82, 19, 77, 37]",[],"[88, 95, 54]",[2],6,0,3,1
39,10,5,"[2, 33, 12, 85, 87, 74, 15, 29, 94, 60]","[33, 12, 85, 87, 74, 15, 29, 94, 60]",[2],0.7103616240957396,0.15574809086267494,2.0,0,0,"[12, 85, 87, 74, 15, 29, 94, 60]","[2, 33]","[12, 85, 87, 74, 15, 29, 94, 60]","[2, 33]","[12, 85, 87, 74, 15, 29, 94, 60]",[],[33],[2],3,0.5483084917068481,"{""0"": 2.585291624069214, ""1"": 1.9567452669143677, ""2"": -1.0}",0,0,"[87, 74, 15, 29, 94]","[2, 33, 12, 85, 60]","[87, 74, 15, 29, 94]","[2, 33, 12, 85, 60]","[87, 74, 15, 29, 94]",[],"[33, 12, 85, 60]",[2],"[87, 74, 15, 29, 94]","[2, 33, 12, 85, 60]","[87, 74, 15, 29, 94]",[],"[33, 12, 85, 60]",[2],5,0,4,1
40,10,5,"[4, 6, 33, 77, 65, 63, 55, 18, 2, 78]","[6, 33, 77, 65, 63, 55, 18, 78]","[4, 2]",0.8402764440252537,0.11435236234153673,2.0,0,0,"[6, 33, 77, 65, 63, 55, 18, 78]","[4, 2]","[6, 33, 77, 65, 63, 55, 18, 78]","[4, 2]","[6, 33, 77, 65, 63, 55, 18, 78]",[],[],"[4, 2]",2,0.6489409804344177,"{""0"": 6.0646209716796875, ""1"": -1.0}",0,0,"[6, 33, 77, 65, 63, 55, 78]","[4, 18, 2]","[6, 33, 77, 65, 63, 55, 78]","[4, 18, 2]","[6, 33, 77, 65, 63, 55, 78]",[],[18],"[4, 2]","[6, 33, 77, 65, 63, 55, 78]","[4, 18, 2]","[6, 33, 77, 65, 63, 55, 78]",[],[18],"[4, 2]",7,0,1,2
41,10,5,"[1, 71, 25, 57, 32, 77, 51, 42, 95, 22]","[71, 25, 57, 32, 77, 51, 42, 95, 22]",[1],0.7431154732757097,0.1707174263705652,2.0,0,0,"[71, 25, 57, 32, 77, 51, 42, 95, 22]",[1],"[71, 25, 57, 32, 77, 51, 42, 95, 22]",[1],"[71, 25, 57, 32, 77, 51, 42, 95, 22]",[],[],[1],2,0.635496199131012,"{""0"": 3.3389248847961426, ""1"": -1.0}",0,0,"[71, 25, 57, 32, 77, 51, 42, 22]","[1, 95]","[71, 25, 57, 32, 77, 51, 42, 22]","[1, 95]","[71, 25, 57, 32, 77, 51, 42, 22]",[],[95],[1],"[71, 25, 57, 32, 77, 51, 42, 22]","[1, 95]","[71, 25, 57, 32, 77, 51, 42, 22]",[],[95],[1],8,0,1,1
42,10,5,"[2, 23, 61, 86, 54, 0, 91, 63, 37, 85]","[23, 61, 86, 54, 91, 63, 37, 85]","[2, 0]",0.9052903654168805,0.18416097556299826,2.0,0,0,"[23, 61, 86, 54, 91, 63, 37, 85]","[2, 0]","[23, 61, 86, 54, 91, 63, 37, 85]","[2, 0]","[23, 61, 86, 54, 91, 63, 37, 85]",[],[],"[2, 0]",2,0.7878644466400146,"{""0"": 6.361288070678711, ""1"": -1.0}",0,0,"[23, 61, 86, 91, 63, 37, 85]","[2, 54, 0]","[23, 61, 86, 91, 63, 37, 85]","[2, 54, 0]","[23, 61, 86, 91, 63, 37, 85]",[],[54],"[2, 0]","[23, 61, 86, 91, 63, 37, 85]","[2, 54, 0]","[23, 61, 86, 91, 63, 37, 85]",[],[54],"[2, 0]",7,0,1,2
43,10,5,"[0, 40, 56, 34, 98, 35, 1, 22, 89, 16]","[40, 56, 34, 98, 35, 22, 89, 16]","[0, 1]",0.7187614091575393,0.12132564039577598,2.0,0,0,"[56, 34, 98, 35, 22, 89, 16]","[0, 40, 1]","[56, 34, 98, 35, 22, 89, 16]","[0, 40, 1]","[56, 34, 98, 35, 22, 89, 16]",[],[40],"[0, 1]",2,0.4734354019165039,"{""0"": 5.801111698150635, ""1"": -1.0}",0,0,"[34, 98, 35, 22, 89, 16]","[0, 40, 56, 1]","[34, 98, 35, 22, 89, 16]","[0, 40, 56, 1]","[34, 98, 35, 22, 89, 16]",[],"[40, 56]","[0, 1]","[34, 98, 35, 22, 89, 16]","[0, 40, 56, 1]","[34, 98, 35, 22, 89, 16]",[],"[40, 56]","[0, 1]",6,0,2,2
44,10,5,"[1, 46, 25, 37, 20, 42, 44, 50, 12, 72]","[46, 25, 37, 20, 42, 44, 50, 12, 72]",[1],0.6749701774102568,0.05514808171879648,2.0,0,0,"[25, 37, 20, 42, 44, 12, 72]","[1, 46, 50]","[25, 37, 20, 42, 44, 12, 72]","[1, 46, 50]","[25, 37, 20, 42, 44, 12, 72]",[],"[46, 50]",[1],3,0.41555193066596985,"{""0"": 1.5096139907836914, ""1"": -1.0, ""2"": 1.8821299076080322}",2,0,"[25, 44]","[1, 46, 37, 20, 42, 50, 12, 72]","[25, 44]","[1, 46, 37, 20, 42, 50, 12, 72]","[25, 44]",[],"[46, 37, 20, 42, 50, 12, 72]",[1],"[25, 44]","[1, 46, 37, 20, 42, 50, 12, 72]","[25, 44]",[],"[46, 37, 20, 42, 50, 12, 72]",[1],2,0,7,1
45,10,5,"[1, 19, 56, 93, 20, 12, 27, 69, 33, 16]","[19, 56, 93, 20, 12, 27, 69, 33, 16]",[1],0.8199681055085203,0.1328370156810214,2.0,0,0,"[19, 56, 93, 20, 12, 27, 69, 33, 16]",[1],"[19, 56, 93, 20, 12, 27, 69, 33, 16]",[1],"[19, 56, 93, 20, 12, 27, 69, 33, 16]",[],[],[1],3,0.577751874923706,"{""0"": 2.578321695327759, ""1"": 1.9197430610656738, ""2"": 3.598393440246582}",2,0,"[56, 20, 33, 16]","[1, 19, 93, 12, 27, 69]","[56, 20, 33, 16]","[1, 19, 93, 12, 27, 69]","[56, 20, 33, 16]",[],"[19, 93, 12, 27, 69]",[1],"[56, 20, 33, 16]","[1, 19, 93, 12, 27, 69]","[56, 20, 33, 16]",[],"[19, 93, 12, 27, 69]",[1],4,0,5,1
46,10,5,"[2, 45, 10, 1, 74, 86, 46, 35, 17, 81]","[45, 10, 74, 86, 46, 35, 17, 81]","[2, 1]",1.0741269622241707,0.1888255569972862,2.0,0,0,"[45, 10, 74, 86, 46, 35, 17, 81]","[2, 1]","[45, 10, 74, 86, 46, 35, 17, 81]","[2, 1]","[45, 10, 74, 86, 46, 35, 17, 81]",[],[],"[2, 1]",3,0.37203243374824524,"{""0"": 2.0592257976531982, ""1"": 2.8481979370117188, ""2"": -1.0}",1,0,"[45, 74, 35]","[2, 10, 1, 86, 46, 17, 81]","[45, 74, 35]","[2, 10, 1, 86, 46, 17, 81]","[45, 74, 35]",[],"[10, 86, 46, 17, 81]","[2, 1]","[45, 74, 35]","[2, 10, 1, 86, 46, 17, 81]","[45, 74, 35]",[],"[10, 86, 46, 17, 81]","[2, 1]",3,0,5,2
47,10,5,"[2, 99, 19, 62, 44, 0, 48, 52, 70, 65]","[99, 19, 62, 44, 48, 52, 70, 65]","[2, 0]",0.8945923254559814,0.17251738917128562,2.0,0,0,"[99, 19, 62, 44, 48, 52, 70, 65]","[2, 0]","[99, 19, 62, 44, 48, 52, 70, 65]","[2, 0]","[99, 19, 62, 44, 48, 52, 70, 65]",[],[],"[2, 0]",2,0.3861980438232422,"{""0"": 5.189594268798828, ""1"": 1.8929767608642578}",0,0,"[19, 62, 44, 52, 70, 65]","[2, 99, 0, 48]","[19, 62, 44, 52, 70, 65]","[2, 99, 0, 48]","[19, 62, 44, 52, 70, 65]",[],"[99, 48]","[2, 0]","[19, 62, 44, 52, 70, 65]","[2, 99, 0, 48]","[19, 62, 44, 52, 70, 65]",[],"[99, 48]","[2, 0]",6,0,2,2
48,10,5,"[0, 66, 36, 83, 68, 23, 90, 2, 57, 21]","[66, 36, 83, 68, 23, 90, 57, 21]","[0, 2]",0.7572883607129455,0.1526402753462474,2.0,0,0,"[66, 36, 83, 68, 23, 90, 57, 21]","[0, 2]","[66, 36, 83, 68, 23, 90, 57, 21]","[0, 2]","[66, 36, 83, 68, 23, 90, 57, 21]",[],[],"[0, 2]",2,0.4067131280899048,"{""0"": 5.82390832901001, ""1"": -1.0}",0,0,"[66, 83, 68, 23, 90, 57, 21]","[0, 36, 2]","[66, 83, 68, 23, 90, 57, 21]","[0, 36, 2]","[66, 83, 68, 23, 90, 57, 21]",[],[36],"[0, 2]","[66, 83, 68, 23, 90, 57, 21]","[0, 36, 2]","[66, 83, 68, 23, 90, 57, 21]",[],[36],"[0, 2]",7,0,1,2
49,10,5,"[3, 10, 20, 51, 25, 27, 40, 5, 89, 85]","[10, 20, 51, 25, 27, 40, 5, 89, 85]",[3],0.7891574943363739,0.12026808900584812,2.0,0,0,"[10, 20, 51, 25, 27, 40, 5, 89, 85]",[3],"[10, 20, 51, 25, 27, 40, 5, 89, 85]",[3],"[10, 20, 51, 25, 27, 40, 5, 89, 85]",[],[],[3],2,0.3513701558113098,"{""0"": 0.4208593964576721, ""1"": -1.0}",0,0,"[10, 20, 51, 25, 27, 40, 5, 85]","[3, 89]","[10, 20, 51, 25, 27, 40, 5, 85]","[3, 89]","[10, 20, 51, 25, 27, 40, 5, 85]",[],[89],[3],"[10, 20, 51, 25, 27, 40, 5, 85]","[3, 89]","[10, 20, 51, 25, 27, 40, 5, 85]",[],[89],[3],8,0,1,1
50,10,5,"[1, 85, 80, 28, 63, 68, 14, 94, 32, 20]","[85, 80, 28, 63, 68, 14, 94, 32, 20]",[1],0.7323381825884108,0.10779845714692377,2.0,0,0,"[85, 80, 28, 63, 68, 14, 94, 32, 20]",[1],"[85, 80, 28, 63, 68, 14, 94, 32, 20]",[1],"[85, 80, 28, 63, 68, 14, 94, 32, 20]",[],[],[1],3,0.5897775292396545,"{""0"": 3.360835313796997, ""1"": 1.9226593971252441, ""2"": 2.650611162185669}",0,0,"[85, 80, 28, 14]","[1, 63, 68, 94, 32, 20]","[85, 80, 28, 14]","[1, 63, 68, 94, 32, 20]","[85, 80, 28, 14]",[],"[63, 68, 94, 32, 20]",[1],"[85, 80, 28, 14]","[1, 63, 68, 94, 32, 20]","[85, 80, 28, 14]",[],"[63, 68, 94, 32, 20]",[1],4,0,5,1
51,10,5,"[3, 61, 21, 58, 32, 20, 53, 17, 93, 55]","[61, 21, 58, 32, 20, 53, 17, 93, 55]",[3],0.7803354375620104,0.15424470677442398,2.0,0,0,"[61, 21, 58, 32, 20, 53, 17, 93, 55]",[3],"[61, 21, 58, 32, 20, 53, 17, 93, 55]",[3],"[61, 21, 58, 32, 20, 53, 17, 93, 55]",[],[],[3],3,0.46902984380722046,"{""0"": 2.994586229324341, ""1"": 1.8089429140090942, ""2"": 1.943615198135376}",0,0,"[61, 21, 17, 93, 55]","[3, 58, 32, 20, 53]","[61, 21, 17, 93, 55]","[3, 58, 32, 20, 53]","[61, 21, 17, 93, 55]",[],"[58, 32, 20, 53]",[3],"[61, 21, 17, 93, 55]","[3, 58, 32, 20, 53]","[61, 21, 17, 93, 55]",[],"[58, 32, 20, 53]",[3],5,0,4,1
52,10,5,"[3, 38, 56, 79, 43, 65, 66, 16, 75, 82]","[38, 56, 79, 43, 65, 66, 16, 75, 82]",[3],0.8925396807773749,0.06341877394001988,2.0,0,0,"[38, 56, 79, 65, 66, 16, 75, 82]","[3, 43]","[38, 56, 79, 65, 66, 16, 75, 82]","[3, 43]","[38, 56, 79, 65, 66, 16, 75, 82]",[],[43],[3],2,0.42717960476875305,"{""0"": 1.7029041051864624, ""1"": -1.0}",0,0,"[38, 56, 79, 66, 16, 75, 82]","[3, 43, 65]","[38, 56, 79, 66, 16, 75, 82]","[3, 43, 65]","[38, 56, 79, 66, 16, 75, 82]",[],"[43, 65]",[3],"[38, 56, 79, 66, 16, 75, 82]","[3, 43, 65]","[38, 56, 79, 66, 16, 75, 82]",[],"[43, 65]",[3],7,0,2,1
53,10,5,"[2, 98, 50, 69, 58, 82, 91, 59, 97, 38]","[98, 50, 69, 58, 82, 91, 59, 97, 38]",[2],0.7275650533791442,0.23763852681705308,2.0,0,0,"[98, 50, 69, 58, 82, 91, 59, 97, 38]",[2],"[98, 50, 69, 58, 82, 91, 59, 97, 38]",[2],"[98, 50, 69, 58, 82, 91, 59, 97, 38]",[],[],[2],2,0.432017058134079,"{""0"": 2.0263659954071045, ""1"": 4.822708606719971}",1,0,"[98, 50, 82, 59, 97, 38]","[2, 69, 58, 91]","[98, 50, 82, 59, 97, 38]","[2, 69, 58, 91]","[98, 50, 82, 59, 97, 38]",[],"[69, 58, 91]",[2],"[98, 50, 82, 59, 97, 38]","[2, 69, 58, 91]","[98, 50, 82, 59, 97, 38]",[],"[69, 58, 91]",[2],6,0,3,1
54,10,5,"[4, 88, 20, 74, 38, 35, 78, 79, 25, 10]","[88, 20, 74, 38, 35, 78, 79, 25, 10]",[4],1.1162726724313488,0.19562240784367307,2.0,0,0,"[20, 74, 38, 35, 78, 25, 10]","[4, 88, 79]","[20, 74, 38, 35, 78, 25, 10]","[4, 88, 79]","[20, 74, 38, 35, 78, 25, 10]",[],"[88, 79]",[4],2,0.5342540740966797,"{""0"": 1.81297767162323, ""1"": -1.0}",0,0,"[20, 74, 38, 35, 78, 25]","[4, 88, 79, 10]","[20, 74, 38, 35, 78, 25]","[4, 88, 79, 10]","[20, 74, 38, 35, 78, 25]",[],"[88, 79, 10]",[4],"[20, 74, 38, 35, 78, 25]","[4, 88, 79, 10]","[20, 74, 38, 35, 78, 25]",[],"[88, 79, 10]",[4],6,0,3,1
55,10,5,"[1, 54, 63, 45, 82, 64, 21, 94, 97, 52]","[54, 63, 45, 82, 64, 21, 94, 97, 52]",[1],0.7021193190621062,0.08726908307197839,2.0,0,0,"[63, 45, 82, 64, 21, 94, 52]","[1, 54, 97]","[63, 45, 82, 64, 21, 94, 52]","[1, 54, 97]","[63, 45, 82, 64, 21, 94, 52]",[],"[54, 97]",[1],2,0.34102150797843933,"{""0"": 2.5049667358398438, ""1"": 3.4030375480651855}",1,0,"[45, 82, 21, 94]","[1, 54, 63, 64, 97, 52]","[45, 82, 21, 94]","[1, 54, 63, 64, 97, 52]","[45, 82, 21, 94]",[],"[54, 63, 64, 97, 52]",[1],"[45, 82, 21, 94]","[1, 54, 63, 64, 97, 52]","[45, 82, 21, 94]",[],"[54, 63, 64, 97, 52]",[1],4,0,5,1
56,10,5,"[3, 65, 34, 91, 78, 0, 88, 43, 30, 52]","[65, 34, 91, 78, 88, 43, 30, 52]","[3, 0]",0.9821883709430321,0.4040931469373331,2.0,0,0,"[65, 34, 91, 78, 88, 43, 30, 52]","[3, 0]","[65, 34, 91, 78, 88, 43, 30, 52]","[3, 0]","[65, 34, 91, 78, 88, 43, 30, 52]",[],[],"[3, 0]",2,0.39131197333335876,"{""0"": 2.3959009647369385, ""1"": -1.0}",0,0,"[65, 34, 91, 78, 43, 30, 52]","[3, 0, 88]","[65, 34, 91, 78, 43, 30, 52]","[3, 0, 88]","[65, 34, 91, 78, 43, 30, 52]",[],[88],"[3, 0]","[65, 34, 91, 78, 43, 30, 52]","[3, 0, 88]","[65, 34, 91, 78, 43, 30, 52]",[],[88],"[3, 0]",7,0,1,2
57,10,5,"[3, 57, 83, 65, 27, 98, 24, 5, 25, 10]","[57, 83, 65, 27, 98, 24, 5, 25, 10]",[3],0.7034139967390198,0.13029083078792264,2.0,0,0,"[57, 83, 65, 27, 98, 24, 5, 25, 10]",[3],"[57, 83, 65, 27, 98, 24, 5, 25, 10]",[3],"[57, 83, 65, 27, 98, 24, 5, 25, 10]",[],[],[3],3,0.4956117272377014,"{""0"": 1.74525785446167, ""1"": 1.7938530445098877, ""2"": -1.0}",1,0,"[24, 10]","[3, 57, 83, 65, 27, 98, 5, 25]","[24, 10]","[3, 57, 83, 65, 27, 98, 5, 25]","[24, 10]",[],"[57, 83, 65, 27, 98, 5, 25]",[3],"[24, 10]","[3, 57, 83, 65, 27, 98, 5, 25]","[24, 10]",[],"[57, 83, 65, 27, 98, 5, 25]",[3],2,0,7,1
58,10,5,"[3, 16, 92, 27, 14, 62, 58, 77, 1, 44]","[16, 92, 27, 14, 62, 58, 77, 44]","[3, 1]",1.0257175029934322,0.2869657628306459,2.0,0,0,"[16, 92, 27, 14, 62, 58, 77, 44]","[3, 1]","[16, 92, 27, 14, 62, 58, 77, 44]","[3, 1]","[16, 92, 27, 14, 62, 58, 77, 44]",[],[],"[3, 1]",2,0.5054870843887329,"{""0"": 4.532968997955322, ""1"": -1.0}",0,0,"[16, 92, 27, 14, 62, 58, 77]","[3, 1, 44]","[16, 92, 27, 14, 62, 58, 77]","[3, 1, 44]","[16, 92, 27, 14, 62, 58, 77]",[],[44],"[3, 1]","[16, 92, 27, 14, 62, 58, 77]","[3, 1, 44]","[16, 92, 27, 14, 62, 58, 77]",[],[44],"[3, 1]",7,0,1,2
59,10,5,"[1, 39, 6, 27, 71, 88, 69, 29, 25, 26]","[39, 6, 27, 71, 88, 69, 29, 25, 26]",[1],0.8768830393026379,0.12225236502679676,2.0,0,0,"[39, 6, 27, 71, 69, 29, 25, 26]","[1, 88]","[39, 6, 27, 71, 69, 29, 25, 26]","[1, 88]","[39, 6, 27, 71, 69, 29, 25, 26]",[],[88],[1],3,0.37996727228164673,"{""0"": 2.7949059009552, ""1"": 1.9265124797821045, ""2"": 2.7606921195983887}",0,0,"[69, 29, 26]","[1, 39, 6, 27, 71, 88, 25]","[69, 29, 26]","[1, 39, 6, 27, 71, 88, 25]","[69, 29, 26]",[],"[39, 6, 27, 71, 88, 25]",[1],"[69, 29, 26]","[1, 39, 6, 27, 71, 88, 25]","[69, 29, 26]",[],"[39, 6, 27, 71, 88, 25]",[1],3,0,6,1
60,10,5,"[0, 84, 41, 86, 94, 13, 66, 3, 14, 51]","[84, 41, 86, 94, 13, 66, 14, 51]","[0, 3]",1.1137341305874002,0.2191497685555981,2.0,0,0,"[84, 41, 86, 94, 13, 66, 14, 51]","[0, 3]","[84, 41, 86, 94, 13, 66, 14, 51]","[0, 3]","[84, 41, 86, 94, 13, 66, 14, 51]",[],[],"[0, 3]",2,0.6225597858428955,"{""0"": 2.276991128921509, ""1"": -1.0}",0,0,"[84, 86, 94, 13, 66, 14, 51]","[0, 41, 3]","[84, 86, 94, 13, 66, 14, 51]","[0, 41, 3]","[84, 86, 94, 13, 66, 14, 51]",[],[41],"[0, 3]","[84, 86, 94, 13, 66, 14, 51]","[0, 41, 3]","[84, 86, 94, 13, 66, 14, 51]",[],[41],"[0, 3]",7,0,1,2
61,10,5,"[3, 36, 70, 1, 21, 32, 55, 18, 69, 8]","[36, 70, 21, 32, 55, 18, 69, 8]","[3, 1]",0.8403795166956034,0.06101060170439898,2.0,0,0,"[36, 21, 32, 55, 18, 69, 8]","[3, 70, 1]","[36, 21, 32, 55, 18, 69, 8]","[3, 70, 1]","[36, 21, 32, 55, 18, 69, 8]",[],[70],"[3, 1]",3,0.43216556310653687,"{""0"": 2.348334312438965, ""1"": 2.5353572368621826, ""2"": -1.0}",1,0,"[21, 55, 69]","[3, 36, 70, 1, 32, 18, 8]","[21, 55, 69]","[3, 36, 70, 1, 32, 18, 8]","[21, 55, 69]",[],"[36, 70, 32, 18, 8]","[3, 1]","[21, 55, 69]","[3, 36, 70, 1, 32, 18, 8]","[21, 55, 69]",[],"[36, 70, 32, 18, 8]","[3, 1]",3,0,5,2
62,10,5,"[0, 77, 29, 65, 68, 89, 95, 79, 83, 47]","[77, 29, 65, 68, 89, 95, 79, 83, 47]",[0],0.8539864501226473,0.14837366257676454,2.0,0,0,"[77, 29, 65, 68, 89, 95, 79, 83, 47]",[0],"[77, 29, 65, 68, 89, 95, 79, 83, 47]",[0],"[77, 29, 65, 68, 89, 95, 79, 83, 47]",[],[],[0],2,0.5210017561912537,"{""0"": 2.9814274311065674, ""1"": 1.8268156051635742}",0,0,"[77, 29, 68, 89, 79, 83, 47]","[0, 65, 95]","[77, 29, 68, 89, 79, 83, 47]","[0, 65, 95]","[77, 29, 68, 89, 79, 83, 47]",[],"[65, 95]",[0],"[77, 29, 68, 89, 79, 83, 47]","[0, 65, 95]","[77, 29, 68, 89, 79, 83, 47]",[],"[65, 95]",[0],7,0,2,1
