,main,main_loss,backdoor,backdoor_loss,lr
1,76.91,0.0029164605736732483,7.21,0.016555871510505676,0.002
2,88.99000000000001,0.0015871170841157435,29.720000000000002,0.014737820386886596,0.002
3,90.63,0.0012650088682770728,60.8,0.005712469005584717,0.002
4,90.82000000000001,0.001261700238287449,63.870000000000005,0.004743109893798828,0.002
5,90.4,0.0012886584341526032,79.73,0.0025378672629594802,0.002
6,90.94,0.0012835827961564063,58.87,0.005795547294616699,0.002
7,90.82000000000001,0.0012165157556533813,73.89,0.0034285078704357147,0.002
8,90.86,0.0012608670011162758,79.32000000000001,0.0027431973218917847,0.002
9,90.9,0.001205474428832531,88.91,0.0014837571531534195,0.002
10,91.11,0.0011936725944280623,87.92999999999999,0.0015661635100841522,0.002
11,91.05,0.001194046624004841,89.64,0.001345464012026787,0.002
12,90.95,0.0011910829141736031,92.58999999999999,0.001005730302631855,0.002
13,91.08000000000001,0.001222696354985237,93.65,0.0009249062925577164,0.002
14,90.78,0.0012199468031525611,93.22,0.000956069427728653,0.002
15,90.78,0.0012166027083992958,93.23,0.0009271628513932228,0.002
16,90.91,0.0011866867676377296,93.51,0.0009278896391391754,0.002
17,91.06,0.0012081400424242019,95.89,0.000606852225959301,0.002
18,91.22,0.001212313424050808,95.87,0.0006103597357869148,0.002
19,91.14,0.0011937538728117943,95.47,0.0006536933869123459,0.002
20,91.4,0.001173052506148815,95.73,0.0006236190646886825,0.002
21,91.19,0.0011781280994415282,95.69,0.0006588457487523556,0.002
22,91.5,0.0011764212131500245,95.94,0.000603574025630951,0.002
23,91.33,0.0011626523211598397,96.21,0.0005754816934466362,0.002
24,91.41,0.001166092613339424,96.28,0.000580430256575346,0.002
25,91.22,0.0011584771931171416,96.61,0.0004933837682008743,0.002
26,91.41,0.0011590486139059068,97.72,0.0003608643002808094,0.002
27,91.03,0.001204425349831581,97.44,0.00043138187639415267,0.002
28,90.99000000000001,0.0011939465060830116,98.03,0.00031887809857726097,0.002
29,91.43,0.0011758463889360428,98.42999999999999,0.0002563103502616286,0.002
30,91.32000000000001,0.0011757457733154297,98.03,0.0003482375979423523,0.002
31,91.21000000000001,0.0011878335535526275,97.82,0.00035807123072445393,0.002
32,91.27,0.0011606795504689217,98.08,0.0003261534396559,0.002
33,91.14999999999999,0.0011601869970560073,97.95,0.0003479037404060364,0.002
34,91.16,0.0011854762583971023,97.92999999999999,0.00035119635835289956,0.002
35,91.23,0.0011844576224684716,98.27,0.0002915643334388733,0.002
36,91.18,0.0011956438168883323,98.32,0.00029434926249086857,0.002
37,91.14999999999999,0.001188503547012806,98.02,0.00034511885717511176,0.002
38,91.2,0.0011573793828487395,97.86,0.0004027923483401537,0.002
39,91.22,0.0011671904176473618,98.34,0.0002994721967726946,0.002
40,91.61,0.0011289268970489502,98.25,0.0003033102121204138,0.002
41,91.43,0.0011678347319364548,98.41,0.00027003539577126506,0.002
42,91.53,0.0011292598024010658,97.8,0.0003669460192322731,0.002
43,91.46,0.0011996782660484314,98.52,0.0002682688036933541,0.002
44,91.22,0.0011700938656926156,98.79,0.00022222832068800926,0.002
45,90.97,0.0011934240102767944,98.89,0.00019547964856028556,0.002
46,91.5,0.0011310360684990883,98.65,0.00022945751529186963,0.002
47,91.28,0.0011746504321694373,98.49,0.00028376444056630137,0.002
48,91.19,0.001173762421309948,98.85000000000001,0.00022627698574215175,0.002
49,91.19,0.0011830720201134683,98.72999999999999,0.0002580064218491316,0.002
50,91.25999999999999,0.0011836863189935685,98.72,0.0002564356539398432,0.002
51,91.34,0.0011698552906513214,98.67,0.00026553347259759906,0.002
52,91.29,0.001154700469970703,98.8,0.00023418133594095707,0.002
53,91.2,0.0011726035237312317,98.67,0.0002512620531022549,0.002
54,91.3,0.0011705618441104888,98.83,0.00021168770920485257,0.002
55,91.46,0.00116342221647501,98.61999999999999,0.00026827599816024305,0.002
56,91.45,0.001193797118961811,98.89,0.00020184358041733504,0.002
57,91.11,0.0011885390862822532,98.72999999999999,0.00027737926840782165,0.002
58,91.44,0.001164441369473934,99.0,0.00018077206574380398,0.002
59,91.56,0.0011470315486192704,98.72999999999999,0.00025705114789307116,0.002
60,91.21000000000001,0.0012003623738884926,98.98,0.00019837395157665014,0.002
61,91.23,0.001188868136703968,99.00999999999999,0.00019632886573672293,0.002
62,91.46,0.0011726235151290894,98.95,0.0002360832681879401,0.002
63,91.41,0.001146108640730381,98.53,0.0003282640889286995,0.002
64,91.01,0.0011975391045212745,99.08,0.00020918915197253227,0.002
65,91.46,0.0011455052182078361,98.9,0.0002081368776038289,0.002
66,91.22,0.001192068399488926,99.02,0.00022302364688366652,0.002
67,91.21000000000001,0.0011841102465987205,99.03999999999999,0.00023234814777970314,0.002
68,91.22,0.0012130473077297211,99.06,0.00020323166828602554,0.002
69,91.27,0.001176464805006981,98.96000000000001,0.00020770733151584864,0.002
70,91.18,0.0011832468509674072,98.50999999999999,0.00041182470396161077,0.002
71,91.31,0.0011657840803265573,98.83999999999999,0.00027232630439102647,0.002
72,91.47,0.001168873757123947,98.8,0.0002670474749058485,0.002
73,91.45,0.0011580510094761848,98.81,0.00027951168045401575,0.002
74,91.75999999999999,0.0011532593727111816,99.07000000000001,0.0001750017773360014,0.002
75,91.59,0.0011575560495257378,99.13,0.0001851237354800105,0.002
76,91.49000000000001,0.0011453993886709213,99.02,0.0002185172248631716,0.002
77,91.69,0.001163352519273758,98.9,0.00022989980783313512,0.002
78,91.72,0.0011545067042112351,99.05000000000001,0.0001901266660541296,0.002
79,91.7,0.0011380398109555245,99.09,0.00018834259286522865,0.002
80,91.62,0.001137811340391636,98.68,0.00030298532992601395,0.002
81,91.47,0.001150632508099079,99.06,0.00019637335631996394,0.002
82,91.43,0.0011639279663562775,99.06,0.00020344204567372798,0.002
83,91.39,0.001166643711924553,99.11,0.00020703567955642938,0.002
84,91.21000000000001,0.0011748750433325768,99.32,0.00013720433097332715,0.002
85,91.43,0.0011665313139557838,99.37,0.00019651806242763995,0.002
86,91.46,0.0011577614456415176,99.06,0.00023510854579508305,0.002
87,91.53999999999999,0.0011821743234992027,99.19,0.0001761876029893756,0.002
88,91.14999999999999,0.0011967628642916678,99.36,0.00013977992907166482,0.002
89,91.24,0.0011956940218806266,99.25,0.00016080005187541247,0.002
90,91.05,0.0011976484894752502,98.57000000000001,0.0004676827982068062,0.002
91,91.63,0.0011590362891554832,99.11999999999999,0.00020653162933886052,0.002
92,91.42,0.0011865207344293595,99.22,0.000164344697073102,0.002
93,91.44,0.0011703173026442527,99.15,0.00022999075911939144,0.002
94,91.55,0.0011419337704777718,99.41,0.00013568652793765067,0.002
95,91.47999999999999,0.001170506103336811,99.4,0.0001336226032115519,0.002
96,91.36,0.001153165103495121,99.32,0.0002992023542523384,0.002
97,91.51,0.0011470903694629669,99.42,0.00012950058225542308,0.002
98,91.46,0.0011607948556542397,99.37,0.00018996790070086717,0.002
99,91.43,0.001155585888028145,99.38,0.0001422249384224415,0.002
100,91.64999999999999,0.001145327278971672,98.00999999999999,0.0005920658774673939,0.002
101,91.71000000000001,0.0011439680337905884,98.82,0.0003879793919622898,0.002
102,91.52,0.0011417178884148597,93.95,0.0010605471581220628,0.002
103,91.72,0.0011287235885858535,97.81,0.0005558713123202324,0.002
104,91.72,0.0011381009846925735,98.28,0.00045093385204672814,0.002
105,91.7,0.0011237093210220337,84.34,0.001975193011760712,0.002
106,91.66,0.0011367656856775283,96.84,0.0007396529823541641,0.002
107,91.71000000000001,0.0011071493580937385,97.8,0.0005482054196298122,0.002
108,91.77,0.0011347631275653838,98.4,0.00036276256032288074,0.002
109,91.57,0.0011496925726532936,80.97,0.0022959091186523437,0.002
110,91.8,0.0011204336553812028,95.33,0.0009365443721413612,0.002
111,91.9,0.001100985224545002,82.5,0.002070515811443329,0.002
112,91.75,0.0011291057392954827,96.96000000000001,0.0005943294674158096,0.002
113,91.79,0.0011309012860059738,97.23,0.0005622496120631695,0.002
114,91.78,0.001128994756937027,92.7,0.0011331197693943977,0.002
115,91.77,0.001118010900914669,96.08,0.0007688259497284889,0.002
116,91.84,0.001125719240307808,94.32000000000001,0.0009679765149950982,0.002
117,91.83,0.0011170482397079467,96.41999999999999,0.0006765103429555893,0.002
118,91.84,0.0011270107731223106,97.27,0.0005080686062574386,0.002
119,91.88,0.0011178285017609596,79.71000000000001,0.0023524292290210726,0.002
120,91.82000000000001,0.00111089418977499,96.31,0.0006693630568683147,0.002
121,91.75999999999999,0.0011301140874624253,86.11999999999999,0.0017731185287237167,0.002
122,91.81,0.0011355711326003074,96.25,0.0006796719066798687,0.002
123,91.71000000000001,0.0011242989212274551,94.33,0.0009485519185662269,0.002
124,91.73,0.0011339577555656434,88.25,0.0016192329257726668,0.002
125,91.86,0.001134033839404583,95.81,0.0006924487963318825,0.002
126,91.56,0.0011511028468608857,92.99,0.0011432977750897408,0.002
127,91.84,0.001135444150865078,93.49,0.0010124951362609864,0.002
128,91.93,0.0011075423657894135,85.06,0.0019015871554613113,0.002
129,91.88,0.0011070302858948707,94.64,0.0008736080199480057,0.002
130,91.83,0.0011426307529211045,93.08,0.0010449217066168786,0.002
131,91.58,0.0011639342963695525,94.11,0.0009422682568430901,0.002
132,91.66,0.0011261231273412705,76.6,0.002658134615421295,0.002
133,91.8,0.0011133922830224036,90.95,0.001332139639556408,0.002
134,91.94,0.001113573631644249,83.22,0.002063944900035858,0.002
135,91.9,0.0011173688054084779,85.1,0.0019137902915477754,0.002
136,91.79,0.0011060849115252494,78.75,0.0025291209399700165,0.002
137,91.91,0.0011345926806330682,90.11,0.0014117344588041305,0.002
138,91.77,0.0011086131989955902,90.85,0.0013444458097219467,0.002
139,92.0,0.0010949853166937829,91.56,0.0012420213505625725,0.002
140,91.86,0.0011290322810411453,90.45,0.0013604692876338959,0.002
141,91.59,0.0011210357561707498,92.52,0.0011215370073914528,0.002
142,91.94,0.0010980946883559228,88.78,0.0015540345430374147,0.002
143,91.92,0.0011036746829748154,90.05,0.0013983135402202607,0.002
144,91.7,0.0011312989845871926,88.79,0.0016271581441164016,0.002
145,91.96,0.0010941605493426322,90.42999999999999,0.0013513583421707154,0.002
146,91.81,0.0011042874157428742,89.13,0.0015534478038549424,0.002
147,91.96,0.0010993776500225066,89.59,0.0014628071099519729,0.002
148,91.67,0.0011274015039205551,86.44,0.0018764535337686538,0.002
149,91.84,0.0011119926273822785,83.0,0.002136354050040245,0.002
150,91.74,0.0011340714290738105,90.82000000000001,0.0013379348993301393,0.002
151,91.62,0.001142963919043541,82.77,0.002200112992525101,0.002
152,92.0,0.0011054755046963692,87.49,0.0016741426795721054,0.002
153,91.8,0.0011396206974983215,88.82,0.0015394543409347535,0.002
154,91.64,0.0011408336117863654,81.01,0.002417262327671051,0.002
155,91.93,0.0011039904356002807,85.3,0.0019056393504142761,0.002
156,92.02,0.0011141249790787696,88.92999999999999,0.001564530238509178,0.002
157,92.04,0.0010972247406840325,89.60000000000001,0.0014520421594381332,0.002
158,91.97,0.0011361548796296119,85.18,0.0019206150054931642,0.002
159,91.67999999999999,0.0011329232588410377,89.37,0.0015211881518363952,0.002
160,91.9,0.0011104701444506644,86.42999999999999,0.0018222233504056932,0.002
161,91.82000000000001,0.0011166713625192642,84.23,0.0020649234652519227,0.002
162,92.19000000000001,0.0010844399452209473,87.94999999999999,0.0016111762672662735,0.002
163,91.88,0.0011181499749422074,70.81,0.0032114271223545074,0.002
164,91.93,0.0011019901633262635,81.73,0.0022611577570438384,0.002
165,91.83,0.001113446205854416,87.59,0.0016941956132650376,0.002
166,91.89,0.00110366373360157,85.77,0.0018739870667457581,0.002
167,91.78,0.001140739306807518,80.08999999999999,0.002447192579507828,0.002
168,91.95,0.0011079507201910018,88.0,0.001643731701374054,0.002
169,91.96,0.0011290903732180595,83.62,0.0020823947817087173,0.002
170,92.05,0.0011061618119478226,88.4,0.001596342247724533,0.002
171,91.49000000000001,0.0011361766502261162,87.8,0.001673989474773407,0.002
172,91.92,0.0010980482310056687,75.59,0.002765613156557083,0.002
173,92.04,0.0010881553262472154,85.7,0.0018872024357318878,0.002
174,91.99000000000001,0.0010930464074015618,73.35000000000001,0.002992948180437088,0.002
175,91.94,0.0011292667984962464,79.85,0.002436809664964676,0.002
176,91.97,0.0011127892568707466,83.32000000000001,0.002131493878364563,0.002
177,91.97999999999999,0.0011220867350697518,85.74000000000001,0.0018990114867687225,0.002
178,92.03,0.0011088703826069833,79.91,0.002431194034218788,0.002
179,92.23,0.0010882963821291923,85.59,0.0018433507740497589,0.002
180,91.99000000000001,0.0011040349021553993,81.86,0.002233634889125824,0.002
181,91.79,0.0011118725687265397,67.09,0.0035399015247821806,0.002
182,91.89,0.0011044273167848586,84.89,0.001972171434760094,0.002
183,92.12,0.0010775765538215637,84.24000000000001,0.0020243324130773542,0.002
184,92.02,0.0011050273209810258,83.16,0.0021452091991901396,0.002
185,91.89,0.001096589758992195,84.7,0.0020132399499416353,0.002
186,92.15,0.0010972131967544555,82.06,0.0022648218780756,0.002
187,91.92,0.0010924820497632028,86.32,0.0018711724072694778,0.002
