,main,main_loss,backdoor,backdoor_loss,lr
1,92.04,0.0010811816617846489,64.64,0.003963159936666488,0.002
2,92.04,0.0010966784834861756,95.07,0.0005941041946411133,0.002
3,92.17999999999999,0.001103483831882477,98.55000000000001,0.0002628246046602726,0.002
4,92.08,0.0011088364064693451,99.57000000000001,0.0001355913719162345,0.002
5,92.25,0.001091442285478115,99.7,0.00011097659580409527,0.002
6,92.19000000000001,0.0011000906378030777,99.75,0.00010029215086251497,0.002
7,92.07,0.0010929266527295112,99.82,9.284188877791166e-05,0.002
8,92.11,0.0010962937593460083,99.89,7.559196846559644e-05,0.002
9,92.14,0.001083150140941143,99.88,7.062177108600736e-05,0.002
10,92.12,0.0010791530519723893,99.95,5.8215816598385575e-05,0.002
11,92.27,0.0010865121930837632,99.99,5.589311197400093e-05,0.002
12,92.17,0.0010824263289570808,99.98,5.745167303830385e-05,0.002
13,92.21000000000001,0.0010854614555835724,99.98,5.365076204761863e-05,0.002
14,92.11,0.001084431353211403,99.99,4.885470997542143e-05,0.002
15,92.07,0.0010834065735340118,99.99,4.902569931000471e-05,0.002
16,92.05,0.0010738767072558403,99.99,4.945854349061847e-05,0.002
17,92.17999999999999,0.0010751048102974892,99.99,4.8765270225703716e-05,0.002
18,92.25,0.0010836205661296843,99.99,4.810452880337834e-05,0.002
19,92.38,0.0010736615553498267,99.99,4.7792486660182475e-05,0.002
20,92.24,0.0010652548357844352,99.99,4.790994143113494e-05,0.002
21,92.32000000000001,0.001069410428404808,99.99,4.9413602519780395e-05,0.002
22,92.31,0.0010785289153456689,99.99,4.759230576455593e-05,0.002
23,92.38,0.0010666436687111855,99.99,4.744465071707964e-05,0.002
24,92.29,0.0010833829149603843,99.99,4.962823400273919e-05,0.002
25,92.30000000000001,0.0010733355060219764,99.99,4.9481060076504944e-05,0.002
26,92.28,0.001069115586578846,99.99,4.772492181509733e-05,0.002
27,92.31,0.0010683045119047165,100.0,4.724890301004052e-05,0.002
28,92.22,0.001073991098999977,99.99,4.6598978713154794e-05,0.002
29,92.30000000000001,0.0010645712181925773,99.99,4.611222920939326e-05,0.002
30,92.36,0.0010729655727744103,100.0,4.653045888990164e-05,0.002
31,92.27,0.0010823644518852234,99.99,4.791569747030735e-05,0.002
32,92.27,0.0010769506499171257,100.0,4.684388414025307e-05,0.002
33,92.29,0.0010671890988945961,100.0,4.671249696984887e-05,0.002
34,92.39,0.0010609995648264885,100.0,4.5429649855941535e-05,0.002
35,92.22,0.0010696537584066392,100.0,4.6591388154774905e-05,0.002
36,92.21000000000001,0.001068360808491707,99.99,4.4633310101926326e-05,0.002
37,92.17,0.001086784864962101,100.0,4.537112126126885e-05,0.002
38,92.14,0.0010757171034812927,100.0,4.6674106270074847e-05,0.002
39,92.11,0.001088758471608162,100.0,4.625168405473232e-05,0.002
40,92.23,0.001079542452096939,100.0,4.578931732103229e-05,0.002
41,92.22,0.0010908671587705613,100.0,4.7436061780899764e-05,0.002
42,92.09,0.0010809277594089508,100.0,4.502722797915339e-05,0.002
43,92.2,0.0011048166394233704,100.0,4.4025658722966906e-05,0.002
44,92.09,0.0010789801836013793,100.0,4.691957561299205e-05,0.002
45,92.13,0.0010732265830039978,100.0,4.5748951565474274e-05,0.002
