epoch,num_sampled,num_adversaries,sampled_ids,sampled_benign_ids,sampled_malicious_ids,mad_median_norm,mad_mad,mad_k,mad_safety_keep_used,mad_fallback_used,mad_pass_ids,mad_reject_ids,mad_effective_pass_ids,mad_effective_reject_ids,mad_pass_benign_ids,mad_pass_malicious_ids,mad_reject_benign_ids,mad_reject_malicious_ids,cluster_best_k,cluster_best_score,cluster_scores,cluster_selected_cluster,cluster_fallback_used,cluster_pass_ids,cluster_reject_ids,cluster_effective_pass_ids,cluster_effective_reject_ids,cluster_pass_benign_ids,cluster_pass_malicious_ids,cluster_reject_benign_ids,cluster_reject_malicious_ids,final_selected_ids,final_rejected_ids,final_selected_benign_ids,final_selected_malicious_ids,final_rejected_benign_ids,final_rejected_malicious_ids,final_selected_benign_count,final_selected_malicious_count,final_rejected_benign_count,final_rejected_malicious_count
126,10,5,"[3, 40, 64, 31, 35, 90, 29, 48, 84, 78]","[40, 64, 31, 35, 90, 29, 48, 84, 78]",[3],0.8698067193932542,0.248768572131026,2.0,0,0,"[40, 64, 31, 35, 90, 29, 48, 84, 78]",[3],"[40, 64, 31, 35, 90, 29, 48, 84, 78]",[3],"[40, 64, 31, 35, 90, 29, 48, 84, 78]",[],[],[3],2,0.7132261991500854,"{""0"": 3.9017300605773926, ""1"": -1.0}",0,0,"[40, 64, 35, 90, 29, 48, 84, 78]","[3, 31]","[40, 64, 35, 90, 29, 48, 84, 78]","[3, 31]","[40, 64, 35, 90, 29, 48, 84, 78]",[],[31],[3],"[40, 64, 35, 90, 29, 48, 84, 78]","[3, 31]","[40, 64, 35, 90, 29, 48, 84, 78]",[],[31],[3],8,0,1,1
127,10,5,"[3, 32, 56, 98, 78, 62, 5, 13, 86, 55]","[32, 56, 98, 78, 62, 5, 13, 86, 55]",[3],0.7370460044275522,0.08644621085208759,2.0,0,0,"[32, 56, 98, 78, 5, 13, 86]","[3, 62, 55]","[32, 56, 98, 78, 5, 13, 86]","[3, 62, 55]","[32, 56, 98, 78, 5, 13, 86]",[],"[62, 55]",[3],2,0.47875332832336426,"{""0"": 0.7683714628219604, ""1"": -1.0}",0,0,"[32, 56, 98, 78, 5, 86]","[3, 62, 13, 55]","[32, 56, 98, 78, 5, 86]","[3, 62, 13, 55]","[32, 56, 98, 78, 5, 86]",[],"[62, 13, 55]",[3],"[32, 56, 98, 78, 5, 86]","[3, 62, 13, 55]","[32, 56, 98, 78, 5, 86]",[],"[62, 13, 55]",[3],6,0,3,1
128,10,5,"[4, 99, 47, 20, 31, 10, 86, 90, 62, 41]","[99, 47, 20, 31, 10, 86, 90, 62, 41]",[4],0.8378488605701231,0.2114239663266652,2.0,0,0,"[99, 47, 20, 31, 10, 86, 90, 62, 41]",[4],"[99, 47, 20, 31, 10, 86, 90, 62, 41]",[4],"[99, 47, 20, 31, 10, 86, 90, 62, 41]",[],[],[4],2,0.5453889966011047,"{""0"": 1.5191242694854736, ""1"": -1.0}",0,0,"[99, 20, 31, 10, 86, 90, 62, 41]","[4, 47]","[99, 20, 31, 10, 86, 90, 62, 41]","[4, 47]","[99, 20, 31, 10, 86, 90, 62, 41]",[],[47],[4],"[99, 20, 31, 10, 86, 90, 62, 41]","[4, 47]","[99, 20, 31, 10, 86, 90, 62, 41]",[],[47],[4],8,0,1,1
129,10,5,"[0, 33, 1, 73, 28, 61, 3, 11, 96, 15]","[33, 73, 28, 61, 11, 96, 15]","[0, 1, 3]",0.7942262211161464,0.23793432656930197,2.0,0,0,"[33, 73, 28, 61, 11, 96, 15]","[0, 1, 3]","[33, 73, 28, 61, 11, 96, 15]","[0, 1, 3]","[33, 73, 28, 61, 11, 96, 15]",[],[],"[0, 1, 3]",2,0.5828548073768616,"{""0"": 1.978588581085205, ""1"": -1.0}",0,0,"[33, 28, 61, 11, 96, 15]","[0, 1, 73, 3]","[33, 28, 61, 11, 96, 15]","[0, 1, 73, 3]","[33, 28, 61, 11, 96, 15]",[],[73],"[0, 1, 3]","[33, 28, 61, 11, 96, 15]","[0, 1, 73, 3]","[33, 28, 61, 11, 96, 15]",[],[73],"[0, 1, 3]",6,0,1,3
130,10,5,"[4, 42, 80, 51, 72, 74, 90, 58, 35, 83]","[42, 80, 51, 72, 74, 90, 58, 35, 83]",[4],0.7792722398975076,0.08068542495541936,2.0,0,0,"[42, 80, 51, 72, 74, 90, 58, 35, 83]",[4],"[42, 80, 51, 72, 74, 90, 58, 35, 83]",[4],"[42, 80, 51, 72, 74, 90, 58, 35, 83]",[],[],[4],2,0.48410728573799133,"{""0"": 1.4414663314819336, ""1"": -1.0}",0,0,"[80, 51, 72, 74, 90, 58, 35, 83]","[4, 42]","[80, 51, 72, 74, 90, 58, 35, 83]","[4, 42]","[80, 51, 72, 74, 90, 58, 35, 83]",[],[42],[4],"[80, 51, 72, 74, 90, 58, 35, 83]","[4, 42]","[80, 51, 72, 74, 90, 58, 35, 83]",[],[42],[4],8,0,1,1
131,10,5,"[0, 95, 80, 46, 22, 73, 3, 42, 93, 85]","[95, 80, 46, 22, 73, 42, 93, 85]","[0, 3]",1.0331118249244047,0.1813521641366746,2.0,0,0,"[95, 80, 46, 22, 73, 42, 93, 85]","[0, 3]","[95, 80, 46, 22, 73, 42, 93, 85]","[0, 3]","[95, 80, 46, 22, 73, 42, 93, 85]",[],[],"[0, 3]",3,0.3317258656024933,"{""0"": 2.085127353668213, ""1"": 2.5642611980438232, ""2"": 1.8390073776245117}",1,0,"[95, 80, 93]","[0, 46, 22, 73, 3, 42, 85]","[95, 80, 93]","[0, 46, 22, 73, 3, 42, 85]","[95, 80, 93]",[],"[46, 22, 73, 42, 85]","[0, 3]","[95, 80, 93]","[0, 46, 22, 73, 3, 42, 85]","[95, 80, 93]",[],"[46, 22, 73, 42, 85]","[0, 3]",3,0,5,2
132,10,5,"[2, 5, 77, 45, 62, 74, 20, 65, 9, 68]","[5, 77, 45, 62, 74, 20, 65, 9, 68]",[2],1.0561784342586875,0.1778322477953549,2.0,0,0,"[5, 77, 45, 62, 74, 20, 65, 9, 68]",[2],"[5, 77, 45, 62, 74, 20, 65, 9, 68]",[2],"[5, 77, 45, 62, 74, 20, 65, 9, 68]",[],[],[2],2,0.41471827030181885,"{""0"": 1.063463568687439, ""1"": -1.0}",0,0,"[5, 77, 45, 62, 74, 65, 9, 68]","[2, 20]","[5, 77, 45, 62, 74, 65, 9, 68]","[2, 20]","[5, 77, 45, 62, 74, 65, 9, 68]",[],[20],[2],"[5, 77, 45, 62, 74, 65, 9, 68]","[2, 20]","[5, 77, 45, 62, 74, 65, 9, 68]",[],[20],[2],8,0,1,1
133,10,5,"[2, 58, 94, 20, 50, 51, 65, 7, 27, 95]","[58, 94, 20, 50, 51, 65, 7, 27, 95]",[2],0.7273526254080723,0.11885921864856314,2.0,0,0,"[58, 94, 20, 50, 51, 65, 7, 27, 95]",[2],"[58, 94, 20, 50, 51, 65, 7, 27, 95]",[2],"[58, 94, 20, 50, 51, 65, 7, 27, 95]",[],[],[2],2,0.49639594554901123,"{""0"": 3.1830368041992188, ""1"": -1.0}",0,0,"[58, 94, 20, 50, 51, 65, 27, 95]","[2, 7]","[58, 94, 20, 50, 51, 65, 27, 95]","[2, 7]","[58, 94, 20, 50, 51, 65, 27, 95]",[],[7],[2],"[58, 94, 20, 50, 51, 65, 27, 95]","[2, 7]","[58, 94, 20, 50, 51, 65, 27, 95]",[],[7],[2],8,0,1,1
134,10,5,"[4, 78, 82, 23, 37, 10, 55, 13, 12, 77]","[78, 82, 23, 37, 10, 55, 13, 12, 77]",[4],0.6733052314370281,0.12075476440735405,2.0,0,0,"[78, 82, 23, 37, 10, 55, 13, 12, 77]",[4],"[78, 82, 23, 37, 10, 55, 13, 12, 77]",[4],"[78, 82, 23, 37, 10, 55, 13, 12, 77]",[],[],[4],2,0.6277048587799072,"{""0"": 1.732851266860962, ""1"": 2.931313991546631}",1,0,"[78, 82, 23, 37, 55, 12, 77]","[4, 10, 13]","[78, 82, 23, 37, 55, 12, 77]","[4, 10, 13]","[78, 82, 23, 37, 55, 12, 77]",[],"[10, 13]",[4],"[78, 82, 23, 37, 55, 12, 77]","[4, 10, 13]","[78, 82, 23, 37, 55, 12, 77]",[],"[10, 13]",[4],7,0,2,1
135,10,5,"[2, 35, 5, 89, 93, 82, 49, 23, 95, 63]","[35, 5, 89, 93, 82, 49, 23, 95, 63]",[2],0.8057503679829092,0.20435514166626745,2.0,0,0,"[35, 5, 89, 93, 82, 49, 23, 95, 63]",[2],"[35, 5, 89, 93, 82, 49, 23, 95, 63]",[2],"[35, 5, 89, 93, 82, 49, 23, 95, 63]",[],[],[2],2,0.4614311456680298,"{""0"": 0.8886023163795471, ""1"": 1.915222406387329}",1,0,"[35, 5]","[2, 89, 93, 82, 49, 23, 95, 63]","[35, 5]","[2, 89, 93, 82, 49, 23, 95, 63]","[35, 5]",[],"[89, 93, 82, 49, 23, 95, 63]",[2],"[35, 5]","[2, 89, 93, 82, 49, 23, 95, 63]","[35, 5]",[],"[89, 93, 82, 49, 23, 95, 63]",[2],2,0,7,1
136,10,5,"[4, 83, 79, 3, 66, 69, 95, 96, 84, 7]","[83, 79, 66, 69, 95, 96, 84, 7]","[4, 3]",0.9813008863510646,0.19766929637162478,2.0,0,0,"[83, 66, 69, 95, 96, 84, 7]","[4, 79, 3]","[83, 66, 69, 95, 96, 84, 7]","[4, 79, 3]","[83, 66, 69, 95, 96, 84, 7]",[],[79],"[4, 3]",2,0.67332524061203,"{""0"": 3.2371561527252197, ""1"": 2.9029757976531982}",0,0,"[83, 69, 95, 96]","[4, 79, 3, 66, 84, 7]","[83, 69, 95, 96]","[4, 79, 3, 66, 84, 7]","[83, 69, 95, 96]",[],"[79, 66, 84, 7]","[4, 3]","[83, 69, 95, 96]","[4, 79, 3, 66, 84, 7]","[83, 69, 95, 96]",[],"[79, 66, 84, 7]","[4, 3]",4,0,4,2
137,10,5,"[3, 65, 26, 12, 98, 16, 20, 86, 59, 75]","[65, 26, 12, 98, 16, 20, 86, 59, 75]",[3],0.868664084817898,0.08128753602050848,2.0,0,0,"[65, 12, 98, 16, 20, 86, 59, 75]","[3, 26]","[65, 12, 98, 16, 20, 86, 59, 75]","[3, 26]","[65, 12, 98, 16, 20, 86, 59, 75]",[],[26],[3],2,0.48403266072273254,"{""0"": 0.9457515478134155, ""1"": -1.0}",0,0,"[65, 12, 98, 16, 20, 86, 59]","[3, 26, 75]","[65, 12, 98, 16, 20, 86, 59]","[3, 26, 75]","[65, 12, 98, 16, 20, 86, 59]",[],"[26, 75]",[3],"[65, 12, 98, 16, 20, 86, 59]","[3, 26, 75]","[65, 12, 98, 16, 20, 86, 59]",[],"[26, 75]",[3],7,0,2,1
138,10,5,"[2, 78, 18, 71, 20, 21, 27, 31, 11, 24]","[78, 18, 71, 20, 21, 27, 31, 11, 24]",[2],0.8186096485240788,0.187061782528387,2.0,0,0,"[78, 18, 71, 20, 21, 27, 11, 24]","[2, 31]","[78, 18, 71, 20, 21, 27, 11, 24]","[2, 31]","[78, 18, 71, 20, 21, 27, 11, 24]",[],[31],[2],2,0.482300341129303,"{""0"": 1.4611291885375977, ""1"": -1.0}",0,0,"[78, 18, 71, 20, 21, 27, 11]","[2, 31, 24]","[78, 18, 71, 20, 21, 27, 11]","[2, 31, 24]","[78, 18, 71, 20, 21, 27, 11]",[],"[31, 24]",[2],"[78, 18, 71, 20, 21, 27, 11]","[2, 31, 24]","[78, 18, 71, 20, 21, 27, 11]",[],"[31, 24]",[2],7,0,2,1
139,10,5,"[2, 50, 63, 64, 18, 45, 0, 89, 91, 28]","[50, 63, 64, 18, 45, 89, 91, 28]","[2, 0]",0.7008596222075603,0.1010095113483312,2.0,0,0,"[50, 63, 64, 18, 45, 89, 91, 28]","[2, 0]","[50, 63, 64, 18, 45, 89, 91, 28]","[2, 0]","[50, 63, 64, 18, 45, 89, 91, 28]",[],[],"[2, 0]",2,0.6131755113601685,"{""0"": 5.980599403381348, ""1"": -1.0}",0,0,"[50, 63, 64, 18, 45, 91, 28]","[2, 0, 89]","[50, 63, 64, 18, 45, 91, 28]","[2, 0, 89]","[50, 63, 64, 18, 45, 91, 28]",[],[89],"[2, 0]","[50, 63, 64, 18, 45, 91, 28]","[2, 0, 89]","[50, 63, 64, 18, 45, 91, 28]",[],[89],"[2, 0]",7,0,1,2
140,10,5,"[4, 45, 97, 55, 16, 23, 89, 59, 90, 15]","[45, 97, 55, 16, 23, 89, 59, 90, 15]",[4],0.7388995370654058,0.10490402258309056,2.0,0,0,"[55, 16, 23, 89, 59, 90, 15]","[4, 45, 97]","[55, 16, 23, 89, 59, 90, 15]","[4, 45, 97]","[55, 16, 23, 89, 59, 90, 15]",[],"[45, 97]",[4],2,0.42479395866394043,"{""0"": 2.870741128921509, ""1"": -1.0}",0,0,"[55, 16, 23, 89, 90, 15]","[4, 45, 97, 59]","[55, 16, 23, 89, 90, 15]","[4, 45, 97, 59]","[55, 16, 23, 89, 90, 15]",[],"[45, 97, 59]",[4],"[55, 16, 23, 89, 90, 15]","[4, 45, 97, 59]","[55, 16, 23, 89, 90, 15]",[],"[45, 97, 59]",[4],6,0,3,1
141,10,5,"[2, 12, 25, 36, 23, 64, 84, 91, 19, 26]","[12, 25, 36, 23, 64, 84, 91, 19, 26]",[2],0.7210729317153526,0.053308916916732285,2.0,0,0,"[12, 25, 36, 23, 64, 84, 91, 26]","[2, 19]","[12, 25, 36, 23, 64, 84, 91, 26]","[2, 19]","[12, 25, 36, 23, 64, 84, 91, 26]",[],[19],[2],3,0.5564521551132202,"{""0"": 2.8672752380371094, ""1"": 1.9245336055755615, ""2"": 0.5981895327568054}",0,0,"[23, 64, 26]","[2, 12, 25, 36, 84, 91, 19]","[23, 64, 26]","[2, 12, 25, 36, 84, 91, 19]","[23, 64, 26]",[],"[12, 25, 36, 84, 91, 19]",[2],"[23, 64, 26]","[2, 12, 25, 36, 84, 91, 19]","[23, 64, 26]",[],"[12, 25, 36, 84, 91, 19]",[2],3,0,6,1
142,10,5,"[2, 84, 63, 30, 90, 33, 24, 13, 87, 40]","[84, 63, 30, 90, 33, 24, 13, 87, 40]",[2],0.8203032455608061,0.15670773547853534,2.0,0,0,"[84, 63, 30, 90, 33, 24, 13, 87, 40]",[2],"[84, 63, 30, 90, 33, 24, 13, 87, 40]",[2],"[84, 63, 30, 90, 33, 24, 13, 87, 40]",[],[],[2],2,0.49170079827308655,"{""0"": 3.7790682315826416, ""1"": -1.0}",0,0,"[84, 63, 90, 33, 24, 13, 87, 40]","[2, 30]","[84, 63, 90, 33, 24, 13, 87, 40]","[2, 30]","[84, 63, 90, 33, 24, 13, 87, 40]",[],[30],[2],"[84, 63, 90, 33, 24, 13, 87, 40]","[2, 30]","[84, 63, 90, 33, 24, 13, 87, 40]",[],[30],[2],8,0,1,1
143,10,5,"[1, 2, 78, 33, 24, 5, 57, 77, 31, 62]","[78, 33, 24, 5, 57, 77, 31, 62]","[1, 2]",0.9445631992167227,0.24003925988495828,2.0,0,0,"[78, 33, 24, 5, 57, 77, 31, 62]","[1, 2]","[78, 33, 24, 5, 57, 77, 31, 62]","[1, 2]","[78, 33, 24, 5, 57, 77, 31, 62]",[],[],"[1, 2]",2,0.7436568737030029,"{""0"": 2.904405355453491, ""1"": -1.0}",0,0,"[78, 33, 24, 5, 57, 77, 62]","[1, 2, 31]","[78, 33, 24, 5, 57, 77, 62]","[1, 2, 31]","[78, 33, 24, 5, 57, 77, 62]",[],[31],"[1, 2]","[78, 33, 24, 5, 57, 77, 62]","[1, 2, 31]","[78, 33, 24, 5, 57, 77, 62]",[],[31],"[1, 2]",7,0,1,2
144,10,5,"[2, 15, 48, 84, 66, 59, 9, 80, 91, 79]","[15, 48, 84, 66, 59, 9, 80, 91, 79]",[2],0.9411408207961725,0.1476475689968989,2.0,0,0,"[15, 48, 84, 66, 59, 9, 80, 91, 79]",[2],"[15, 48, 84, 66, 59, 9, 80, 91, 79]",[2],"[15, 48, 84, 66, 59, 9, 80, 91, 79]",[],[],[2],2,0.4602142870426178,"{""0"": 0.37251466512680054, ""1"": -1.0}",0,0,"[15, 84, 66, 59, 9, 80, 91, 79]","[2, 48]","[15, 84, 66, 59, 9, 80, 91, 79]","[2, 48]","[15, 84, 66, 59, 9, 80, 91, 79]",[],[48],[2],"[15, 84, 66, 59, 9, 80, 91, 79]","[2, 48]","[15, 84, 66, 59, 9, 80, 91, 79]",[],[48],[2],8,0,1,1
145,10,5,"[2, 19, 44, 7, 85, 43, 73, 18, 29, 83]","[19, 44, 7, 85, 43, 73, 18, 29, 83]",[2],0.94797317608413,0.06052830347480975,2.0,0,0,"[19, 44, 7, 85, 43, 18, 29, 83]","[2, 73]","[19, 44, 7, 85, 43, 18, 29, 83]","[2, 73]","[19, 44, 7, 85, 43, 18, 29, 83]",[],[73],[2],2,0.6220306158065796,"{""0"": 2.6692371368408203, ""1"": -1.0}",0,0,"[44, 7, 85, 43, 18, 29, 83]","[2, 19, 73]","[44, 7, 85, 43, 18, 29, 83]","[2, 19, 73]","[44, 7, 85, 43, 18, 29, 83]",[],"[19, 73]",[2],"[44, 7, 85, 43, 18, 29, 83]","[2, 19, 73]","[44, 7, 85, 43, 18, 29, 83]",[],"[19, 73]",[2],7,0,2,1
146,10,5,"[0, 99, 74, 47, 46, 89, 95, 88, 71, 63]","[99, 74, 47, 46, 89, 95, 88, 71, 63]",[0],1.0438234018077857,0.2836038970296567,2.0,0,0,"[99, 74, 47, 46, 89, 95, 88, 71, 63]",[0],"[99, 74, 47, 46, 89, 95, 88, 71, 63]",[0],"[99, 74, 47, 46, 89, 95, 88, 71, 63]",[],[],[0],2,0.4533895254135132,"{""0"": 1.4848545789718628, ""1"": -1.0}",0,0,"[99, 74, 47, 46, 89, 88, 71, 63]","[0, 95]","[99, 74, 47, 46, 89, 88, 71, 63]","[0, 95]","[99, 74, 47, 46, 89, 88, 71, 63]",[],[95],[0],"[99, 74, 47, 46, 89, 88, 71, 63]","[0, 95]","[99, 74, 47, 46, 89, 88, 71, 63]",[],[95],[0],8,0,1,1
147,10,5,"[3, 78, 91, 29, 51, 38, 86, 24, 63, 27]","[78, 91, 29, 51, 38, 86, 24, 63, 27]",[3],0.6919465060739728,0.10384678112306289,2.0,0,0,"[78, 91, 29, 51, 38, 86, 24, 63, 27]",[3],"[78, 91, 29, 51, 38, 86, 24, 63, 27]",[3],"[78, 91, 29, 51, 38, 86, 24, 63, 27]",[],[],[3],2,0.3144783079624176,"{""0"": 1.5383713245391846, ""1"": 2.750211000442505}",1,0,"[78, 91, 51]","[3, 29, 38, 86, 24, 63, 27]","[78, 91, 51]","[3, 29, 38, 86, 24, 63, 27]","[78, 91, 51]",[],"[29, 38, 86, 24, 63, 27]",[3],"[78, 91, 51]","[3, 29, 38, 86, 24, 63, 27]","[78, 91, 51]",[],"[29, 38, 86, 24, 63, 27]",[3],3,0,6,1
148,10,5,"[3, 75, 45, 59, 20, 29, 67, 93, 81, 13]","[75, 45, 59, 20, 29, 67, 93, 81, 13]",[3],0.6956905403530824,0.1295539362473202,2.0,0,0,"[75, 45, 59, 20, 29, 67, 93, 81, 13]",[3],"[75, 45, 59, 20, 29, 67, 93, 81, 13]",[3],"[75, 45, 59, 20, 29, 67, 93, 81, 13]",[],[],[3],4,0.6281833052635193,"{""0"": 1.9932832717895508, ""1"": 1.8189499378204346, ""2"": 2.8934853076934814, ""3"": 1.9485998153686523}",2,0,"[45, 20, 29]","[3, 75, 59, 67, 93, 81, 13]","[45, 20, 29]","[3, 75, 59, 67, 93, 81, 13]","[45, 20, 29]",[],"[75, 59, 67, 93, 81, 13]",[3],"[45, 20, 29]","[3, 75, 59, 67, 93, 81, 13]","[45, 20, 29]",[],"[75, 59, 67, 93, 81, 13]",[3],3,0,6,1
149,10,5,"[3, 88, 10, 17, 75, 20, 11, 31, 42, 14]","[88, 10, 17, 75, 20, 11, 31, 42, 14]",[3],0.94271079607566,0.09605178659144942,2.0,0,0,"[10, 17, 75, 20, 11, 31, 42, 14]","[3, 88]","[10, 17, 75, 20, 11, 31, 42, 14]","[3, 88]","[10, 17, 75, 20, 11, 31, 42, 14]",[],[88],[3],4,0.4598063826560974,"{""0"": 2.542369842529297, ""1"": 2.896754741668701, ""2"": -1.0, ""3"": -1.0}",1,0,"[10, 75, 42]","[3, 88, 17, 20, 11, 31, 14]","[10, 75, 42]","[3, 88, 17, 20, 11, 31, 14]","[10, 75, 42]",[],"[88, 17, 20, 11, 31, 14]",[3],"[10, 75, 42]","[3, 88, 17, 20, 11, 31, 14]","[10, 75, 42]",[],"[88, 17, 20, 11, 31, 14]",[3],3,0,6,1
150,10,5,"[0, 85, 82, 10, 31, 84, 27, 7, 14, 4]","[85, 82, 10, 31, 84, 27, 7, 14]","[0, 4]",0.9291828814978604,0.22452874957274505,2.0,0,0,"[85, 82, 10, 31, 84, 27, 7, 14]","[0, 4]","[85, 82, 10, 31, 84, 27, 7, 14]","[0, 4]","[85, 82, 10, 31, 84, 27, 7, 14]",[],[],"[0, 4]",2,0.5650278925895691,"{""0"": 3.057058572769165, ""1"": -1.0}",0,0,"[85, 82, 10, 84, 27, 7, 14]","[0, 31, 4]","[85, 82, 10, 84, 27, 7, 14]","[0, 31, 4]","[85, 82, 10, 84, 27, 7, 14]",[],[31],"[0, 4]","[85, 82, 10, 84, 27, 7, 14]","[0, 31, 4]","[85, 82, 10, 84, 27, 7, 14]",[],[31],"[0, 4]",7,0,1,2
151,10,5,"[3, 43, 25, 48, 98, 87, 6, 23, 34, 52]","[43, 25, 48, 98, 87, 6, 23, 34, 52]",[3],0.827832289213459,0.2197429694668801,2.0,0,0,"[43, 25, 48, 98, 87, 6, 23, 34, 52]",[3],"[43, 25, 48, 98, 87, 6, 23, 34, 52]",[3],"[43, 25, 48, 98, 87, 6, 23, 34, 52]",[],[],[3],3,0.5169703960418701,"{""0"": 3.980806350708008, ""1"": -1.0, ""2"": -1.0}",0,0,"[43, 98, 87, 6, 23, 34, 52]","[3, 25, 48]","[43, 98, 87, 6, 23, 34, 52]","[3, 25, 48]","[43, 98, 87, 6, 23, 34, 52]",[],"[25, 48]",[3],"[43, 98, 87, 6, 23, 34, 52]","[3, 25, 48]","[43, 98, 87, 6, 23, 34, 52]",[],"[25, 48]",[3],7,0,2,1
152,10,5,"[4, 36, 68, 37, 92, 94, 14, 22, 28, 18]","[36, 68, 37, 92, 94, 14, 22, 28, 18]",[4],0.5935976639465027,0.07894144871752323,2.0,0,0,"[36, 68, 37, 92, 94, 14, 22, 28, 18]",[4],"[36, 68, 37, 92, 94, 14, 22, 28, 18]",[4],"[36, 68, 37, 92, 94, 14, 22, 28, 18]",[],[],[4],2,0.3929344713687897,"{""0"": 0.29782283306121826, ""1"": -1.0}",0,0,"[36, 68, 37, 92, 94, 14, 22, 28]","[4, 18]","[36, 68, 37, 92, 94, 14, 22, 28]","[4, 18]","[36, 68, 37, 92, 94, 14, 22, 28]",[],[18],[4],"[36, 68, 37, 92, 94, 14, 22, 28]","[4, 18]","[36, 68, 37, 92, 94, 14, 22, 28]",[],[18],[4],8,0,1,1
153,10,5,"[1, 24, 30, 22, 5, 72, 62, 32, 68, 97]","[24, 30, 22, 5, 72, 62, 32, 68, 97]",[1],0.905500192211883,0.2870638159248047,2.0,0,0,"[24, 30, 22, 5, 72, 62, 32, 68, 97]",[1],"[24, 30, 22, 5, 72, 62, 32, 68, 97]",[1],"[24, 30, 22, 5, 72, 62, 32, 68, 97]",[],[],[1],2,0.7564680576324463,"{""0"": 1.9020901918411255, ""1"": 5.684842109680176}",1,0,"[24, 30, 22, 72, 62, 32, 68]","[1, 5, 97]","[24, 30, 22, 72, 62, 32, 68]","[1, 5, 97]","[24, 30, 22, 72, 62, 32, 68]",[],"[5, 97]",[1],"[24, 30, 22, 72, 62, 32, 68]","[1, 5, 97]","[24, 30, 22, 72, 62, 32, 68]",[],"[5, 97]",[1],7,0,2,1
154,10,5,"[2, 91, 61, 8, 99, 97, 98, 93, 74, 39]","[91, 61, 8, 99, 97, 98, 93, 74, 39]",[2],0.7621229392716955,0.05871242724563952,2.0,0,0,"[91, 61, 99, 98, 93, 74, 39]","[2, 8, 97]","[91, 61, 99, 98, 93, 74, 39]","[2, 8, 97]","[91, 61, 99, 98, 93, 74, 39]",[],"[8, 97]",[2],2,0.4015038311481476,"{""0"": 1.8693856000900269, ""1"": -1.0}",0,0,"[91, 61, 99, 98, 93, 74]","[2, 8, 97, 39]","[91, 61, 99, 98, 93, 74]","[2, 8, 97, 39]","[91, 61, 99, 98, 93, 74]",[],"[8, 97, 39]",[2],"[91, 61, 99, 98, 93, 74]","[2, 8, 97, 39]","[91, 61, 99, 98, 93, 74]",[],"[8, 97, 39]",[2],6,0,3,1
155,10,5,"[1, 75, 14, 32, 62, 2, 68, 46, 72, 57]","[75, 14, 32, 62, 68, 46, 72, 57]","[1, 2]",0.8305842306691268,0.10528139636941836,2.0,0,0,"[75, 14, 32, 68, 46, 72, 57]","[1, 62, 2]","[75, 14, 32, 68, 46, 72, 57]","[1, 62, 2]","[75, 14, 32, 68, 46, 72, 57]",[],[62],"[1, 2]",2,0.4693438708782196,"{""0"": 2.1875100135803223, ""1"": -1.0}",0,0,"[75, 14, 32, 68, 72, 57]","[1, 62, 2, 46]","[75, 14, 32, 68, 72, 57]","[1, 62, 2, 46]","[75, 14, 32, 68, 72, 57]",[],"[62, 46]","[1, 2]","[75, 14, 32, 68, 72, 57]","[1, 62, 2, 46]","[75, 14, 32, 68, 72, 57]",[],"[62, 46]","[1, 2]",6,0,2,2
156,10,5,"[4, 27, 62, 80, 22, 16, 29, 15, 55, 95]","[27, 62, 80, 22, 16, 29, 15, 55, 95]",[4],0.9573952121590297,0.08730507427187195,2.0,0,0,"[27, 80, 22, 16, 29, 15, 55]","[4, 62, 95]","[27, 80, 22, 16, 29, 15, 55]","[4, 62, 95]","[27, 80, 22, 16, 29, 15, 55]",[],"[62, 95]",[4],2,0.6439937949180603,"{""0"": 3.6023383140563965, ""1"": 1.8108289241790771}",0,0,"[22, 16, 29, 15, 55]","[4, 27, 62, 80, 95]","[22, 16, 29, 15, 55]","[4, 27, 62, 80, 95]","[22, 16, 29, 15, 55]",[],"[27, 62, 80, 95]",[4],"[22, 16, 29, 15, 55]","[4, 27, 62, 80, 95]","[22, 16, 29, 15, 55]",[],"[27, 62, 80, 95]",[4],5,0,4,1
157,10,5,"[4, 24, 18, 49, 84, 7, 67, 0, 80, 77]","[24, 18, 49, 84, 7, 67, 80, 77]","[4, 0]",0.8075063081003618,0.16172460521384907,2.0,0,0,"[24, 18, 49, 84, 7, 67, 80, 77]","[4, 0]","[24, 18, 49, 84, 7, 67, 80, 77]","[4, 0]","[24, 18, 49, 84, 7, 67, 80, 77]",[],[],"[4, 0]",3,0.5361298322677612,"{""0"": 2.5905063152313232, ""1"": 2.965526819229126, ""2"": 1.9453314542770386}",1,0,"[84, 7, 67]","[4, 24, 18, 49, 0, 80, 77]","[84, 7, 67]","[4, 24, 18, 49, 0, 80, 77]","[84, 7, 67]",[],"[24, 18, 49, 80, 77]","[4, 0]","[84, 7, 67]","[4, 24, 18, 49, 0, 80, 77]","[84, 7, 67]",[],"[24, 18, 49, 80, 77]","[4, 0]",3,0,5,2
