,main,main_loss,backdoor,backdoor_loss,lr
1,92.21000000000001,0.0010741388455033302,59.870000000000005,0.0046783584654331205,0.002
2,92.10000000000001,0.001094830010831356,93.06,0.0007887026339769363,0.002
3,92.09,0.0011021483570337295,98.75,0.0002522198338061571,0.002
4,92.10000000000001,0.0011126928448677064,99.46000000000001,0.00014594669565558434,0.002
5,92.21000000000001,0.0010937441423535348,99.55000000000001,0.0001264482108876109,0.002
6,92.19000000000001,0.0011034738808870315,99.61,0.000114613270573318,0.002
7,92.19000000000001,0.0010913685038685798,99.76,0.0001031436625868082,0.002
8,92.11,0.0010990767240524292,99.83999999999999,8.466866612434387e-05,0.002
9,92.11,0.0010866580992937088,99.91,7.424693079665303e-05,0.002
10,92.17,0.0010803845047950744,99.95,6.208087867125869e-05,0.002
11,92.25,0.0010863644570112227,99.97,6.019924292340875e-05,0.002
12,92.23,0.0010817063763737679,99.99,5.980244288221002e-05,0.002
13,92.25,0.0010862867400050164,99.99,5.486217895522713e-05,0.002
14,92.03,0.0010871660023927688,99.99,5.0006419140845534e-05,0.002
15,92.05,0.0010847463488578796,99.99,4.935203362256289e-05,0.002
16,92.08,0.0010748667508363723,99.99,4.9520603101700545e-05,0.002
17,92.17999999999999,0.001074489802122116,99.99,4.972691712900996e-05,0.002
18,92.17,0.0010790248945355416,99.99,4.82512260787189e-05,0.002
19,92.27,0.0010758698850870131,99.99,4.843302685767412e-05,0.002
20,92.2,0.0010670239850878716,99.99,4.8732220381498336e-05,0.002
21,92.25,0.0010692975208163261,99.99,5.067492928355932e-05,0.002
22,92.25,0.0010763764351606369,99.99,4.906850904226303e-05,0.002
23,92.35,0.001069410416483879,99.99,4.7941220086067915e-05,0.002
24,92.27,0.0010852564916014672,99.99,5.04317675717175e-05,0.002
25,92.27,0.001074132640659809,99.99,5.0865846499800684e-05,0.002
26,92.2,0.0010714054405689239,99.99,4.799800161272287e-05,0.002
27,92.24,0.0010680124938488007,99.99,4.7618024796247484e-05,0.002
28,92.27,0.0010747764691710472,99.99,4.680479625239968e-05,0.002
29,92.27,0.0010671969771385193,99.99,4.589680526405573e-05,0.002
30,92.24,0.0010723468095064164,100.0,4.626030502840877e-05,0.002
31,92.11,0.001076808300614357,99.99,4.7460724599659445e-05,0.002
32,92.25999999999999,0.0010797238916158676,99.99,4.686976047232747e-05,0.002
33,92.23,0.0010693406328558923,99.99,4.68738766387105e-05,0.002
34,92.41,0.0010638032630085946,99.99,4.5739979762583974e-05,0.002
35,92.25,0.0010720641985535622,99.99,4.600642202422023e-05,0.002
36,92.17,0.0010708024382591248,99.99,4.48637112043798e-05,0.002
37,92.14,0.0010876424059271812,99.99,4.547048695385456e-05,0.002
38,92.2,0.0010709936782717705,100.0,4.687897358089685e-05,0.002
39,92.09,0.001087192226946354,99.99,4.668616652488709e-05,0.002
40,92.2,0.0010790390864014625,99.99,4.6377563290297985e-05,0.002
41,92.22,0.0010871043309569359,100.0,4.65048149228096e-05,0.002
42,92.06,0.0010815916374325753,99.99,4.5192585326731207e-05,0.002
43,92.19000000000001,0.0011006233990192413,99.99,4.393606903031468e-05,0.002
44,92.23,0.0010822151809930802,100.0,4.589536022394896e-05,0.002
45,92.21000000000001,0.0010728868260979653,100.0,4.523829491809011e-05,0.002
46,92.23,0.0010606144934892654,100.0,4.3962045665830374e-05,0.002
